,code,name,latitude_deg,longitude_deg
500,GAM,Gambell Airport,63.76679993,-171.7330017
501,GAN,Gan International Airport,-0.693342,73.155602
502,IXY,Kandla Airport,23.1127,70.100304
503,KOW,Ganzhou Huangjin Airport,25.853333,114.778889
504,KGT,Kangding Airport,30.142464,101.73872
505,GCK,Garden City Regional Airport,37.92750168,-100.723999
506,GAS,Garissa Airport,-0.46350801,39.64830017
507,GOU,Garoua International Airport,9.335889816,13.37010002
508,GAY,Gaya Airport,24.744301,84.951202
509,GAY,Gaya Airport,11.890026,3.428024
510,GDZ,Gelendzhik Airport,44.58209263,38.01248074
511,GMA,Gemena Airport,3.23537,19.771299
512,EGN,Geneina Airport,13.481882,22.467119
513,GPO,General Pico Airport,-35.69620132,-63.75830078
514,GES,General Santos International Airport,6.058000088,125.0960007
515,GOA,Genoa Cristoforo Colombo Airport,44.4133,8.8375
516,GRJ,George Airport,-34.0056,22.378902
517,GRJ,George Airport,41.70420074,-88.69309998
518,GRJ,George Airport,45.031389,-123.406111
519,GRJ,George Airport,41.17029953,-101.0009995
520,RNM,Qarn Alam Airport,21.38299942,57.04999924
521,GZI,Ghazni Airport,33.487853,68.525243
522,GIL,Gilgit Airport,35.91880035,74.33360291
523,GCC,Northeast Wyoming Regional Airport,44.3489,-105.539001
524,GIS,Gisborne Airport,-38.66329956,177.9779968
525,YHK,Gjoa Haven Airport,68.63559723,-95.84970093
526,GLT,Gladstone Airport,-23.869763,151.225439
527,GLT,Gladstone Airport,50.16360092,-98.94249725
528,PIK,Glasgow Prestwick Airport,55.502003,-4.587019
529,GDV,Dawson Community Airport,47.13869858,-104.8069992
530,OOL,Gold Coast Airport,-28.165962,153.506641
531,GLF,Golfito Airport,8.654009819,-83.18219757
532,GOQ,Golmud Airport,36.4006,94.786102
533,GMO,Gombe Lawanti International Airport,10.298889,10.9
534,GME,Gomel Airport,52.52700043,31.01670074
535,GDQ,Gondar Airport,12.5199,37.433998
536,YYR,Goose Bay Airport,53.31919861,-60.42580032
537,YYR,Goose Bay Airport,61.394674,-149.84534
538,GOP,Gorakhpur Airport,26.73970032,83.4496994
539,GBT,Gorgan Airport,36.90940094,54.40129852
540,GOZ,Gorna Oryahovitsa Airport,43.151402,25.7129
541,RGK,Gorno-Altaysk Airport,51.969204,85.836539
542,GKA,Goroka Airport,-6.081689835,145.3919983
543,FUJ,Fukue Airport,32.66630173,128.8329926
544,GLN,Guelmim Airport,29.026699,-10.0503
545,GHB,Governor's Harbour Airport,25.2847,-76.331001
546,OYA,Goya Airport,-29.1058,-59.2189
547,GFN,Grafton Airport,-29.75939941,153.0299988
548,LRV,Los Roques Airport,11.946177,-66.669836
549,GCN,Grand Canyon National Park Airport,35.9524,-112.147003
550,GFK,Grand Forks International Airport,47.949299,-97.176102
551,GRI,Central Nebraska Regional Airport,40.96749878,-98.30960083
552,GJT,Grand Junction Regional Airport,39.126663,-108.529387
553,YQU,Grande Prairie Airport,55.17969894,-118.8850021
554,GRZ,Graz Airport,46.9911,15.4396
555,GBD,Great Bend Municipal Airport,38.34429932,-98.85919952
556,GTF,Great Falls International Airport,47.48199844,-111.3710022
557,GSO,Piedmont Triad International Airport,36.097801,-79.937302
558,ATW,Appleton International Airport,44.258099,-88.519096
559,GRD,Greenwood County Airport,34.24869919,-82.15910339
560,GFF,Griffith Airport,-34.25080109,146.0670013
561,GTE,Groote Eylandt Airport,-13.972405,136.458553
562,GRV,Grozny Airport,43.388106,45.699772
563,GNM,Guanambi Airport,-14.20820045,-42.74610138
564,GYS,Guangyuan Panlong Airport,32.390254,105.694571
565,CAN,Guangzhou Baiyun International Airport,23.392401,113.299004
566,GUZ,Guarapari Airport,-20.6465,-40.491901
567,GCI,Guernsey Airport,49.435001,-2.60197
568,GUB,Guerrero Negro Airport,28.0261,-114.024002
569,KWL,Guilin Liangjiang International Airport,25.219828,110.039553
570,KWE,Guiyang Longdongbao International Airport,26.541466,106.803331
571,ULU,Gulu Airport,2.805560112,32.27180099
572,GUC,Gunnison Crested Butte Regional Airport,38.536346,-106.928306
573,GST,Gustavus Airport,58.4253006,-135.7070007
574,GYU,Guyuan Liupanshan Airport,36.078889,106.216944
575,GWD,Gwadar International Airport,25.232391,62.327671
576,GWL,Gwalior Airport,26.29330063,78.22779846
577,KWJ,Gwangju Airport,35.123173,126.805444
578,HFS,Hagfors Airport,60.0201,13.5789
579,HLD,Hulunbuir Hailar Airport,49.205002,119.824997
580,HKD,Hakodate Airport,41.77,140.822006
581,YUX,Hall Beach Airport,68.7761,-81.2425
582,HCQ,Halls Creek Airport,-18.23390007,127.6699982
583,HAD,Halmstad Airport,56.69110107,12.82019997
584,HDM,Hamadan Airport,34.869202,48.552502
585,HMI,Hami Airport,42.8414,93.669197
586,HLT,Hamilton Airport,-37.64889908,142.0650024
587,HLT,Hamilton Airport,-26.71999931,135.072998
588,HLZ,Hamilton International Airport,-37.86669922,175.3320007
589,YHM,John C. Munro Hamilton International Airport,43.17359924,-79.93499756
590,HTI,Hamilton Island Airport,-20.35810089,148.9519959
591,HFT,Hammerfest Airport,70.67970276,23.66860008
592,HNM,Hana Airport,20.795601,-156.014008
593,HDG,Handan Airport,36.525833,114.425556
594,HGH,Hangzhou Xiaoshan International Airport,30.23609,120.428865
595,HAQ,Hanimaadhoo Airport,6.744229794,73.17050171
596,HAJ,Hannover Airport,52.461102,9.68508
597,HZG,Hanzhong Chenggu Airport,33.133527,107.203817
598,HRB,Harbin Taiping International Airport,45.623402,126.25
599,HFD,Hartford Brainard Airport,41.73669815,-72.6493988
600,HRM,Hassi R'Mel Airport,32.930401,3.31154
601,HAA,Hasvik Airport,70.48670197,22.13969994
602,HDY,Hat Yai International Airport,6.933209896,100.3929977
603,HVR,Havre City County Airport,48.542999,-109.762001
604,HYS,Hays Regional Airport,38.84220123,-99.27320099
605,HWD,Hayward Executive Airport,37.65919876,-122.1220016
606,HCJ,Hechi Jinchengjiang Airport,24.804344,107.710819
607,HFE,Hefei Xinqiao International Airport,31.98779,116.9769
608,HEH,Heho Airport,20.74714,96.792029
609,HEK,Heihe Aihui Airport,50.171621,127.308884
610,HLN,Helena Regional Airport,46.6068,-111.983002
611,HMV,Hemavan Airport,65.806099,15.0828
612,HCN,Hengchun Airport,22.04109955,120.7300034
613,HNY,Hengyang Nanyue Airport,26.72208,112.617958
614,HDF,Heringsdorf Airport,53.87870026,14.15229988
615,HVB,Hervey Bay Airport,-25.320127,152.880662
616,HIB,Range Regional Airport,47.3866,-92.838997
617,PUJ,Punta Cana International Airport,18.56739998,-68.36340332
618,ITO,Hilo International Airport,19.721399,-155.048004
619,HIJ,Hiroshima Airport,34.4361,132.919006
620,HSS,Hisar Airport,29.179399,75.755302
621,HOB,Lea County Regional Airport,32.6875,-103.217003
622,HDS,Hoedspruit Airport,-24.35169983,30.94939995
623,HET,Hohhot Baita International Airport,40.849658,111.824598
624,HWO,North Perry Airport,26.0012,-80.2407
625,HKG,Hong Kong International Airport,22.308901,113.915001
626,AHJ,Hongyuan Airport,32.53154,102.35224
627,MKK,Molokai Airport,21.152901,-157.095993
628,HNH,Hoonah Airport,58.0961,-135.410111
629,HPB,Hooper Bay Airport,61.52389908,-166.1470032
630,HID,Horn Island Airport,-10.585628,142.292653
631,HOR,Horta Airport,38.51990128,-28.71590042
632,HKN,Hoskins Airport,-5.463846,150.407327
633,HHQ,Hua Hin Airport,12.63619995,99.95149994
634,HUN,Hualien Airport,24.0230999,121.6179962
635,HYN,Taizhou Luqiao Airport,28.562201,121.429001
636,HTT,Huatugou Airport,38.201645,90.837843
637,HRG,Hurghada International Airport,27.176776,33.796692
638,HSL,Huslia Airport,65.69789886,-156.3509979
639,HYA,Cape Cod Gateway Airport,41.6693,-70.280403
640,IBA,Ibadan Airport,7.362460136,3.978329897
641,IBZ,Ibiza Airport,38.872898,1.37312
642,IDA,Idaho Falls Regional Airport,43.514599,-112.070999
643,IAA,Igarka Airport,67.437202,86.621902
644,IKI,Iki Airport,33.74900055,129.7850037
645,IIL,Ilam Airport,33.58660126,46.40480042
646,ILI,Iliamna Airport,59.75439835,-154.9109955
647,VVZ,Illizi Airport,26.573601,8.48366
648,JAV,Ilulissat Airport,69.243202,-51.057098
649,INF,In Guezzam Airport,19.560518,5.749326
650,INZ,In Salah Airport,27.250999,2.51202
651,IND,Indianapolis International Airport,39.7173,-86.294403
652,IGS,Ingolstadt Manching Airport,48.71569824,11.5340004
653,INH,Inhambane Airport,-23.8764,35.408501
654,INN,Innsbruck Airport,47.260201,11.344
655,INO,Inongo Airport,-1.94722,18.285801
656,INL,Falls International Airport,48.56620026,-93.40309906
657,YEV,Inuvik Mike Zubko Airport,68.30419922,-133.4830017
658,IVC,Invercargill Airport,-46.41239929,168.3130035
659,IVR,Inverell Airport,-29.88829994,151.1439972
660,INV,Inverness Airport,57.54249954,-4.047500134
661,INV,Inverness Airport,28.803588,-82.318311
662,YFB,Iqaluit Airport,63.756402,-68.555801
663,IHR,Iranshahr Airport,27.236099,60.720001
664,IKT,Irkutsk International Airport,52.268002,104.389
665,IWD,Gogebic Iron County Airport,46.5275,-90.131401
666,ISB,Islamabad International Airport,33.549,72.82566
667,ILY,Islay Airport,55.68190002,-6.256669998
668,ITB,Itaituba Airport,-4.242131,-56.000651
669,IVL,Ivalo Airport,68.6072998,27.40530014
670,IFO,Ivano-Frankivsk International Airport,48.88420105,24.68610001
671,YIK,Ivujivik Airport,62.41730118,-77.9253006
672,IZT,Ixtepec Airport,16.449301,-95.093697
673,IJK,Izhevsk Airport,56.8280983,53.45750046
674,JLR,Jabalpur Airport,23.177799,80.052002
675,JAN,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897
676,MKL,McKellar-Sipes Regional Airport,35.599899,-88.915604
677,JAC,Jackson Hole Airport,43.6072998,-110.737999
678,JAC,Jackson Hole Airport,33.63298,-110.59792
679,JAX,Jacksonville International Airport,30.49410057,-81.68789673
680,JAF,Jaffna International Airport,9.79233,80.070099
681,JGB,Jagdalpur Airport,19.074301,82.036797
682,JAR,Jahrom Airport,28.58670044,53.57910156
683,JSA,Jaisalmer Airport,26.88870049,70.86499786
684,JAA,Jalalabad Airport,34.399799,70.498596
685,JLG,Jalgaon Airport,20.962678,75.627492
686,JMS,Jamestown Regional Airport,46.92969894,-98.67819977
687,JKR,Janakpur Airport,26.708799,85.922401
688,JAD,Perth Jandakot Airport,-32.09749985,115.8809967
689,JVL,Southern Wisconsin Regional Airport,42.62030029,-89.04160309
690,CJU,Jeju International Airport,33.512058,126.492548
691,XRY,Jerez Airport,36.744598,-6.06011
692,JER,Jersey Airport,49.207901,-2.195509911
693,PYB,Jeypore Airport,18.87999916,82.55200195
694,JGD,Jiagedaqi Airport,50.371389,124.1175
695,JMU,Jiamusi Dongjiao Airport,46.843399,130.464996
696,GJL,Jijel Ferhat Abbas Airport,36.795101,5.87361
697,JIM,Jimma Airport,7.666090012,36.8166008
698,TNA,Jinan Yaoqiang International Airport,36.857201,117.216003
699,JIC,Jinchang Jinchuan Airport,38.542222,102.348333
700,JDZ,Jingdezhen Luojia Airport,29.3386,117.176003
701,JNG,Jining Qufu Airport,35.292778,116.346667
702,JIN,Jinja Airport,0.453094,33.19356
703,JNZ,Jinzhou Bay Airport,40.936032,121.277114
704,JYR,Jiroft Airport,28.723519,57.675037
705,JIU,Jiujiang Lushan Airport,29.476944,115.801111
706,JGN,Jiayuguan Airport,39.856899,98.3414
707,JXA,Jixi Xingkaihu Airport,45.293,131.193
708,JDH,Jodhpur Airport,26.25110054,73.04889679
709,JOE,Joensuu Airport,62.662899,29.6075
710,JMO,Jomsom Airport,28.780426,83.723
711,JBR,Jonesboro Municipal Airport,35.83169937,-90.64640045
712,JLN,Joplin Regional Airport,37.151798,-94.498299
713,QJB,Jubail Airport,27.03899956,49.40510178
714,JUI,Juist Airport,53.68111038,7.055832863
715,JNU,Juneau International Airport,58.35499954,-134.576004
716,KDM,Kaadedhdhoo Airport,0.488131,72.996902
717,KDO,Kadhdhoo Airport,1.85916996,73.52189636
718,KAD,Kaduna Airport,10.6960001,7.320109844
719,KJH,Kaili Huangping Airport,26.972,107.988
720,KNG,Kaimana Airport,-3.6446,133.695116
721,KAJ,Kajaani Airport,64.2855,27.6924
722,AZO,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114
723,KAX,Kalbarri Airport,-27.692813,114.259169
724,FMI,Kalemie Airport,-5.87556,29.25
725,KLR,Kalmar Airport,56.685501,16.2876
726,IXQ,Kamalpur Airport,24.134325,91.810769
727,KGA,Kananga Airport,-5.90005,22.4692
728,SFJ,Kangerlussuaq Airport,67.010446,-50.715294
729,CNN,Kannur International Airport,11.918614,75.547211
730,KNU,Kanpur Airport,26.404301,80.410103
731,MCI,Kansas City International Airport,39.2976,-94.713898
732,KHH,Kaohsiung International Airport,22.577101,120.349998
733,KRY,Karamay Airport,45.46655,84.9527
734,KLV,Karlovy Vary International Airport,50.20299911,12.91499996
735,KSD,Karlstad Airport,59.44469833,13.33740044
736,AOK,Karpathos Airport,35.42139816,27.14599991
737,KTA,Karratha Airport,-20.71220016,116.7730026
738,KSY,Kars Airport,40.56219864,43.11500168
739,KSQ,Karshi Airport,38.802246,65.773068
740,KRB,Karumba Airport,-17.45669937,140.8300018
741,KAA,Kasama Airport,-10.2166996,31.13330078
742,KSE,Kasese Airport,-1.638378,27.084326
743,KSE,Kasese Airport,0.182999998,30.10000038
744,ZKP,Zyryanka Airport,65.7485,150.8889
745,KSL,Kassala Airport,15.38749981,36.3288002
746,KFS,Kastamonu Airport,41.314201,33.795799
747,LIH,Lihue Airport,21.976,-159.339005
748,KHZ,Kauehi Airport,-15.780622,-145.128443
749,KUN,Kaunas International Airport,54.96390152,24.08480072
750,KVG,Kavieng Airport,-2.579400063,150.8079987
751,HSG,Saga Airport,33.14970016,130.302002
752,KYS,Kayes Airport,14.43130016,-11.43970013
753,ASR,Kayseri Erkilet Airport,38.770401,35.49539948
754,EAR,Kearney Regional Airport,40.727001,-99.006798
755,YLW,Kelowna International Airport,49.9561,-119.377998
756,KEJ,Kemerovo Airport,55.27009964,86.10720062
757,YQK,Kenora Airport,49.78829956,-94.36309814
758,ENW,Kenosha Regional Airport,42.59569931,-87.92780304
759,KKE,Kerikeri Airport,-35.259148,173.913317
760,KTE,Kerteh Airport,4.537220001,103.427002
761,IXK,Keshod Airport,21.317101,70.270401
762,KTG,Ketapang Airport,-6.899862766,113.2828903
763,KTN,Ketchikan International Airport,55.35559845,-131.7140045
764,EYW,Key West International Airport,24.556101,-81.759598
765,KHV,Khabarovsk Novy Airport,48.528338,135.188588
766,HJR,Khajuraho Airport,24.8172,79.918602
767,KHK,Khark Airport,29.260503,50.322193
768,HRK,Kharkiv International Airport,49.924801,36.290001
769,KRT,Khartoum International Airport,15.5895,32.5532
770,KHS,Khasab Airport,26.171,56.240601
771,HTG,Khatanga Airport,71.97810364,102.4909973
772,HMJ,Khmelnytskyi Airport,49.359699,26.933399
773,KKC,Khon Kaen Airport,16.46660042,102.7839966
774,HVD,Khovd Airport,47.95410156,91.62819672
775,KHY,Khoy Airport,38.42750168,44.97359848
776,KGL,Kigali International Airport,-1.96863,30.1395
777,TKQ,Kigoma Airport,-4.8862,29.6709
778,KIM,Kimberley Airport,-28.80279922,24.76519966
779,KND,Kindu Airport,-2.919179916,25.91539955
780,KNS,King Island Airport,-39.87749863,143.878006
781,AKN,King Salmon Airport,58.677845,-156.651965
782,IGM,Kingman Airport,35.259499,-113.938004
783,KGC,Kingscote Airport,-35.71390152,137.5209961
784,HUY,Humberside Airport,53.57440186,-0.350832999
785,KCK,Kirensk Airport,57.773,108.064
786,CXI,Cassidy International Airport,1.986278,-157.350011
787,IRK,Kirksville Regional Airport,40.09349823,-92.54489899
788,KOI,Kirkwall Airport,58.95780182,-2.904999971
789,KRN,Kiruna Airport,67.8219986,20.33679962
790,KIS,Kisumu Airport,-0.086139001,34.72890091
791,ONJ,Odate Noshiro Airport,40.191898,140.371002
792,KKJ,Kitakyushu Airport,33.845901,131.035004
793,UNG,Kiunga Airport,-6.125710011,141.2819977
794,UNG,Kiunga Airport,-1.743829012,41.48434448
795,KBK,Kushinagar International Airport,26.776534,83.889214
796,KLU,Klagenfurt Airport,46.642502,14.3377
797,LMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002
798,KLW,Klawock Airport,55.579201,-133.076004
799,KCO,Cengiz Topel Airport,40.735001,30.0833
800,KOV,Kokshetau Airport,53.329102,69.594597
801,KLH,Kolhapur Airport,16.6647,74.289398
802,TAK,Takamatsu Airport,34.21419907,134.0160065
803,KNQ,Kone Airport,-2.219193935,39.1008873
804,KOO,Kongolo Airport,-5.393898,26.989932
805,KYA,Konya Airport,37.979,32.561901
806,HGO,Korhogo Airport,9.38718,-5.55666
807,KSN,Kostanay Airport,53.229599,63.603199
808,KTU,Kota Airport,25.16020012,75.84559631
809,BKI,Kota Kinabalu International Airport,5.932743,116.049324
810,KSZ,Kotlas Airport,61.2358017,46.69749832
811,KOC,Koumac Airport,-20.546323,164.255648
812,KWM,Kowanyama Airport,-15.485369,141.752572
813,KBV,Krabi Airport,8.09912014,98.98619843
814,KJA,Krasnoyarsk International Airport,56.173077,92.492437
815,KID,Kristianstad Airport,55.92169952,14.08549976
816,KUL,Kuala Lumpur International Airport,2.74558,101.709999
817,KUA,Kuantan Airport,3.77538991,103.2089996
818,KUS,Kulusuk Airport,65.573601,-37.1236
819,KMS,Kumasi Airport,6.714560032,-1.590819955
820,UND,Kunduz Airport,36.6651,68.910797
821,KMG,Kunming Changshui International Airport,25.110313,102.936743
822,KUO,Kuopio Airport,63.007099,27.7978
823,KCA,Kuqa Qiuci Airport,41.677856,82.872917
824,KRO,Kurgan Airport,55.4753,65.415604
825,KUC,Kuria Airport,0.218611002,173.4420013
826,KUH,Kushiro Airport,43.04100037,144.1929932
827,KZR,Zafer Airport,39.113079,30.128111
828,YVP,Kuujjuaq Airport,58.09609985,-68.42690277
829,KAO,Kuusamo Airport,65.987602,29.239401
830,KWI,Kuwait International Airport,29.226601,47.968899
831,KYP,Kyaukpyu Airport,19.42639923,93.53479767
832,KYZ,Kyzyl Airport,51.669399,94.400597
833,KZO,Kyzylorda Airport,44.706902,65.592499
834,LSE,La Crosse Regional Airport,43.879002,-91.256699
835,LFR,La Fria Airport,8.239167213,-72.27102661
836,LMC,La Macarena Airport,3.980556,-76.249167
837,LMC,La Macarena Airport,2.17565,-73.78674
838,PLP,La Palma Airport,28.626499,-17.7556
839,PLP,La Palma Airport,22.8664,-98.386701
840,PLP,La Palma Airport,28.538646,-102.397176
841,PLP,La Palma Airport,24.828106,-107.637403
842,PLP,La Palma Airport,9.839444,-73.867222
843,LPG,La Plata Airport,-34.9722,-57.8947
844,LPG,La Plata Airport,3.488056,-71.375556
845,YVC,La Ronge Airport,55.15140152,-105.262001
846,LBU,Labuan Airport,5.300680161,115.25
847,LFT,Lafayette Regional Airport,30.205299,-91.987602
848,LAJ,Lages Airport,-27.782101,-50.281502
849,LDU,Lahad Datu Airport,5.032249928,118.3239975
850,JHM,Kapalua Airport,20.9629,-156.673004
851,LCH,Lake Charles Regional Airport,30.12610054,-93.22329712
852,LKY,Lake Manyara Airport,-3.37631011,35.81829834
853,LFP,Lakefield Airport,40.48410034,-84.56009674
854,LFP,Lakefield Airport,-14.9207,144.203
855,LAL,Lakeland Linder International Airport,27.988899,-82.018602
856,LFM,Lamerd Airport,27.3727,53.188801
857,SUF,Lamezia Terme Airport,38.905399,16.2423
858,LPT,Lampang Airport,18.27090073,99.5042038
859,LMP,Lampedusa Airport,35.497898,12.6181
860,LNY,Lanai Airport,20.785675,-156.951324
861,LNS,Lancaster Airport,40.12170029,-76.2960968
862,LNS,Lancaster Airport,32.577564,-96.717494
863,LGK,Langkawi International Airport,6.329730034,99.72869873
864,YLH,Lansdowne House Airport,52.1955986,-87.93419647
865,KYD,Lanyu Airport,22.02700043,121.5350037
866,LHW,Lanzhou Zhongchuan International Airport,36.515202,103.620003
867,LPP,Lappeenranta Airport,61.044601,28.144743
868,LAR,Laramie Regional Airport,41.31209946,-105.6750031
869,LRD,Laredo International Airport,27.54380035,-99.46160126
870,LRR,Lar Airport,27.6747,54.383301
871,LBE,Arnold Palmer Regional Airport,40.275902,-79.4048
872,LST,Launceston Airport,-41.54529953,147.2140045
873,LVO,Laverton Airport,-28.614267,122.428673
874,LEB,Lebanon Municipal Airport,43.62609863,-72.30419922
875,LEB,Lebanon Municipal Airport,36.19039917,-86.31569672
876,LEE,Leesburg International Airport,28.82309914,-81.80870056
877,DRP,Bicol International Airport,13.111915,123.676829
878,LGZ,Shannan Longzi Airport,28.4225,92.344444
879,LER,Leinster Airport,-27.84329987,120.7030029
880,LEJ,Leipzig/Halle Airport,51.423889,12.236389
881,LKN,Leknes Airport,68.15249634,13.6093998
882,LEY,Lelystad Airport,52.4603,5.52722
883,LXS,Limnos Airport,39.917099,25.23629951
884,LEN,Leon Airport,38.70349884,-81.95220184
885,LNO,Leonora Airport,-28.87809944,121.3150024
886,LRS,Leros Airport,37.184898,26.800301
887,LSO,Les Sables-d'Olonne Talmont Airport,46.47689819,-1.722779989
888,LDG,Leshukonskoye Airport,64.89600372,45.72299957
889,LTM,Lethem Airport,3.37276,-59.789398
890,LWT,Lewistown Municipal Airport,47.04930115,-109.4670029
891,LXA,Lhasa Gonggar Airport,29.298001,90.911951
892,LCX,Longyan Guanzhishan Airport,25.67469978,116.7470016
893,LYG,Lianyungang Huaguoshan International Airport,34.41406,119.17899
894,LLB,Libo Airport,25.4525,107.961667
895,VXC,Lichinga Airport,-13.274,35.2663
896,LIF,Lifou Airport,-20.77479935,167.2400055
897,LLW,Lilongwe International Airport,-13.7894001,33.78099823
898,LMN,Limbang Airport,4.808300018,115.0100021
899,LIO,Limon International Airport,9.957960129,-83.02200317
900,CWJ,Cangyuan Washan Airport,23.276331,99.373169
901,LNK,Lincoln Airport,40.85100174,-96.75920105
902,LNK,Lincoln Airport,-34.8911,-61.5306
903,LNK,Lincoln Airport,46.95439911,-112.6500015
904,LDI,Lindi Airport,-9.851005,39.75911
905,LLF,Yongzhou Lingling Airport,26.338661,111.610043
906,LYI,Linyi Qiyang Airport,35.052918,118.411828
907,LZY,Nyingchi Mainling Airport,29.303301,94.335297
908,LPK,Lipetsk Airport,52.70280075,39.53779984
909,HZH,Liping Airport,26.32217,109.1499
910,LSY,Lismore Airport,-28.830689,153.258419
911,LSY,Lismore Airport,-37.93330002,143.3500061
912,ZGR,Little Grand Rapids Airport,52.04560089,-95.46579742
913,LPF,Liupanshui Yuezhao Airport,26.609417,104.979
914,LVK,Livermore Municipal Airport,37.69340134,-121.8199997
915,LPL,Liverpool John Lennon Airport,53.333599,-2.84972
916,YLL,Lloydminster Airport,53.30920029,-110.072998
917,IRG,Lockhart River Airport,-12.7869,143.304993
918,LOE,Loei Airport,17.43910027,101.7220001
919,LGU,Logan-Cache Airport,41.79119873,-111.8519974
920,LIW,Loikaw Airport,19.69149971,97.21479797
921,LKG,Lokichoggio Airport,4.204120159,34.34820175
922,LPC,Lompoc Airport,34.66559982,-120.4680023
923,LDZ,Londolozi Airport,-24.7478,31.4743
924,BQH,London Biggin Hill Airport,51.3307991,0.032499999
925,LCY,London City Airport,51.505299,0.055278
926,LGW,London Gatwick Airport,51.148102,-0.190278
927,LHR,London Heathrow Airport,51.4706,-0.461941
928,LTN,London Luton Airport,51.87469864,-0.368333012
929,STN,London Stansted Airport,51.88499832,0.234999999
930,LDY,City of Derry Airport,55.0428009,-7.161109924
931,GSA,Long Pasia Airport,4.400000095,115.7170029
932,LNL,Longnan Chengzhou Airport,33.789918,105.790014
933,LRE,Longreach Airport,-23.43420029,144.2799988
934,GGG,East Texas Regional Airport,32.38399887,-94.71150208
935,LDH,Lord Howe Island Airport,-31.538204,159.07546
936,LTO,Loreto Airport,-15.190029,-64.757926
937,LAM,Los Alamos Airport,35.87979889,-106.2689972
938,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736
939,UAL,Luau Airport,-10.71580029,22.23110008
940,LBB,Lubbock Preston Smith International Airport,33.663601,-101.822998
941,LUZ,Lublin Airport,51.240278,22.713611
942,FBM,Lubumbashi International Airport,-11.59130001,27.53089905
943,GNI,Lyudao Airport,22.6739006,121.4660034
944,LUO,Luena Airport,-11.76809978,19.89769936
945,LUO,Luena Airport,-9.469211,25.759335
946,LUG,Lugano Airport,46.00429916,8.910579681
947,LYA,Luoyang Beijiao Airport,34.7411,112.388
948,UCK,Lutsk Airport,50.678404,25.487165
949,LUM,Dehong Mangshi Airport,24.4011,98.5317
950,LXR,Luxor International Airport,25.674629,32.700012
951,LZO,Luzhou Yunlong Airport,29.030357,105.468407
952,LYC,Lycksele Airport,64.548302,18.7162
953,MST,Maastricht Aachen Airport,50.911701,5.77014
954,UBB,Mabuiag Island Airport,-9.950168,142.19523
955,MFM,Macau International Airport,22.149599,113.592003
956,MKY,Mackay Airport,-21.170816,149.182588
957,MKY,Mackay Airport,43.90409851,-113.6009979
958,MCN,Middle Georgia Regional Airport,32.69279861,-83.64920044
959,MAG,Madang Airport,-5.207079887,145.7890015
960,IXM,Madurai Airport,9.83450985,78.09339905
961,HGN,Mae Hong Son Airport,19.30130005,97.97579956
962,MAQ,Mae Sot Airport,16.69989967,98.54509735
963,GYG,Magan Airport,62.103484,129.545288
964,IGT,Magas Airport,43.323268,45.012568
965,SEZ,Seychelles International Airport,-4.67434,55.521801
966,MNK,Maiana Airport,1.003610015,173.0310059
967,MIU,Maiduguri International Airport,11.85529995,13.08090019
968,MAJ,Marshall Islands International Airport,7.064760208,171.2720032
969,MKP,Makemo Airport,-16.5839,-143.658005
970,MDI,Makurdi Airport,7.70388,8.61394
971,MKZ,Malacca International Airport,2.265613,102.252778
972,MLU,Monroe Regional Airport,32.510899,-92.037697
973,MAK,Malakal Airport,9.55897,31.652201
974,MEG,Malanje Airport,-9.525090218,16.31240082
975,LDA,Malda Airport,25.01018,88.126917
976,MYD,Malindi Airport,-3.229310036,40.10169983
977,MLA,Malta International Airport,35.857498,14.4775
978,MJC,Man Airport,7.272069931,-7.587359905
979,MNJ,Mananjary Airport,-21.201799,48.358299
980,MAN,Manchester Airport,53.349375,-2.279521
981,MHT,Manchester-Boston Regional Airport,42.932598,-71.435699
982,MDL,Mandalay International Airport,21.70219994,95.97789764
983,NDE,Mandera Airport,3.933000088,41.84999847
984,MHK,Manhattan Regional Airport,39.14099884,-96.67079926
985,MNG,Maningrida Airport,-12.05609989,134.2339935
986,MNS,Mansa Airport,-11.13700008,28.87260056
987,MFD,Mansfield Lahm Regional Airport,40.82139969,-82.51660156
988,NZH,Manzhouli Xijiao Airport,49.566667,117.33
989,ACP,Sahand Airport,37.34799957,46.12789917
990,MZK,Marakei Airport,2.058609962,173.2709961
991,MQM,Mardin Airport,37.22330093,40.63169861
992,MRG,Mareeba Airport,-17.06920052,145.4190063
993,MGH,Margate Airport,-30.85740089,30.34300041
994,MBX,Maribor Airport,46.4799,15.6861
995,MHQ,Mariehamn Airport,60.1222,19.898199
996,MPW,Mariupol International Airport,47.0760994,37.44960022
997,OMM,Marmul Airport,18.138999,55.179005
998,WMN,Maroantsetra Airport,-15.437742,49.689081
999,RMF,Marsa Alam International Airport,25.555548,34.59245
1000,MVY,Martha's Vineyard Airport,41.39310074,-70.61430359
1001,YMH,Mary's Harbour Airport,52.302837,-55.847626
1002,KMJ,Kumamoto Airport,32.83729935,130.8549957
1003,MCW,Mason City Municipal Airport,43.157799,-93.331299
1004,ZMT,Masset Airport,54.02750015,-132.125
1005,IWJ,Iwami Airport,34.67639923,131.7899933
1006,MVT,Mataiva Airport,-14.86810017,-148.7169952
